artist_id,artist_genres
2t8aFtcI9Y3w15dTnu3evr,['chicago mexican']
2C7CFg9ICmbrmuJBkkkBmZ,['puerto rican pop']
3tM3DTmG7ahfACzwqtazLD,[]
55WUEyUburuMbmTBiIUzpm,['classic italian pop']
4AA8eXtzqh5ykxtafLaPOi,"['aussietronica', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'vapor twitch']"
6w8h2uD28BEdg7bX4k3Lh7,['minimal wave']
1dKu4ohLiBJeO6fo1DlDXX,['romantico']
4nCeQuQphNk9S8w0QaDPGm,['albanian hip hop']
4XDJurjQCnWLlE7KLZCT9x,"['american modern classical', 'classical']"
1Tz1kM5vFyBpzD22fHW609,['trip hop']
4rEZfTTpxjsnEo49OeCqum,['tierra caliente']
4Vo7jk7sjpIFMk14dedex5,"['latin pop', 'puerto rican rock', 'rock en espanol']"
59WDyQYE9AYZbkzQgVHBXh,['mariachi']
7i9bNUSGORP5MIgrii3cJc,['j-pop']
5b9VUa0E8DwKEYGt5GIAs0,[]
5wTCNounmmtOqj4yRlhbud,[]
6kaefrHSdAvxhhCVDFTCEL,['latin arena pop']
32NIVWG3t3YaJWXWW0CE2b,[]
71L1Q7gkwA3lFldMfBuDSA,['tejano']
0Wy3xgOTkgtDlT9wJsOQjy,"['ambient', 'ambient dub', 'deconstructed club', 'drone', 'experimental synth', 'new isolationism', 'outsider house']"
1hmbfZS1g3Qf15VI0mBtq3,[]
1kTBhbobT38Dg6tfbHPK91,['classic italian pop']
35NxdBqTf7OqYjSIYDwI8c,"['latin worship', 'rock cristiano']"
2rNCZVyZwtSaTI1HGj8LFD,"['mexican indie', 'mexican rock']"
3ArtW1z24MB3DyouZJJ7JJ,[]
3Ku6FZefYdOkevo58CZc9Y,[]
7b0yxxyDBE2QtBBr3Fa1xD,['metal cover']
6eqZh6WRXIFDwljDsEpN8o,['rosary']
3anoxp3DkA74doyHgkDngp,['pop romantico']
17XxPdvl2MD39MnT9zhNjU,['latin christian']
46WT0eTBzCslHoVsLahvfE,"['banda', 'banda jalisciense', 'musica mexicana', 'norteno', 'tecnobanda']"
5U5HiTvNUclEE0bwGVDBIX,"['funk mexicano', 'latin alternative', 'mexican rock']"
6w1XCiB8efbfnusJ2jzmvu,"['latin house', 'salsa', 'tropical']"
5GBXwBVQufRCmwI1bNRIUo,['v-pop']
44fvCLlJ0stodHbkPpx7yE,"['tejano', 'tex-mex']"
0CyOQEriovdjXhzweN5vbL,[]
2hfcG7JOmq4zs2rkrM5L7u,['pianissimo']
6VsiDFMZJlJ053P1uO4A6h,"['chamber psych', 'scottish rock']"
7aZR9nyaShysVN1JyGoPsA,['spanish invasion']
2zhh5gzQSuwi1J1Z7rsfqz,['deep latin christian']
6L9nhBLgFJjNsV6BJDhqRr,[]
6vC6QxsKxAx7ooXarW8JWZ,"['pixel', 'vgm remix']"
5ThTreQSco0IwxQRm8mbGA,['musica tradicional cubana']
5n7IddIZ2cENp0ROrbAubm,['deep norteno']
1xLG4A5JQHfbVr3V0OnrBu,[]
2Fk57tryPnOyuaUG7RwV18,['powwow']
0cxIE0a4SKHitNEvJ9rAXm,[]
4x4Ag14j5bxZcoEhE7H6yq,"['mambo', 'orquesta cubana']"
7gD1tak1ttZwOt3NKGi9z8,['cumbia sonidera']
39yVoqm6sYFvvqF1RciUVf,"['latin arena pop', 'latin pop', 'mexican pop', 'musica tlaxcalteca']"
5ZAR5Usb11xw4KENbEE8uZ,['cumbia peruana']
32oR6PmI4vE0z9TKvDgfS0,['uzbek pop']
61MAx7qEOF3nonLvS6mxFm,"['healing', 'meditation']"
5mZC7ndY6oGMxJentRwsuV,"['abstract hip hop', 'art pop', 'chamber psych', 'scottish hip hop']"
7tjMOkm52H3Qiz3ty2tbNw,"['california hardcore', 'hardcore', 'la hardcore']"
13UQf40ELxkqNBmfqQ2QRi,"['cumbia sonorense', 'musica sonorense']"
1Pe5hlKMCTULjosqZ6KanP,"['classic girl group', 'classic soul', 'motown', 'soul', 'southern soul']"
5kSEy7og9yeZwexPAXtNOu,['romantico']
4wLng1JS1GSvps2dPloyzf,"['ambient pop', 'dark ambient']"
0FIagKn8Ibj8ikj5VvTXto,['psychedelic pop']
0NhKoa5Y3bY9WwIPaQIjYY,[]
4lFaY4WCNIhq4V0ZemTvvQ,['tierra caliente']
6gk4ierjjSVPoZep27VfZz,"['bossa nova', 'downtempo']"
4jLZSWKqpTTj7oL3kfZ5FP,['jazz dominicano']
4rFKWPGHB2mLGWa9EQBS48,['electro swing']
5qRY6v2n54eBSuMvtTsbQw,"['african gospel', 'french worship']"
4psSCgqhwgjY16plPhSw9P,"['corrido', 'regional mexicano femenil']"
1gcRVXmxLnwzd7EJn5dLGD,['v-pop']
20lOJusSoLyiJR1CYQH4a0,['guitarra mexicana']
2QWIScpFDNxmS6ZEMIUvgm,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
03zz3zpyV15ZGw1cgjZ7tj,"['cantautor', 'pop romantico']"
4AZkXmiCF4E3rE3SzE8HQh,['deep latin christian']
72LTyD9Rh8nqOCvb3uyLxG,['peruvian hip hop']
28gNT5KBp7IjEOQoevXf9N,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']"
1dfkJeHlI7bOsqSc6olZap,"['classic praise', 'messianic praise']"
44RRgJcFWyW7kfeEkgFPGT,['musica infantil']
7xmuOSSslczc6owLspcx4E,['italian lounge']
2JQaOSHyZ4JNjXrd0E8AxG,['armenian pop']
1FHtqDcXHlMd3icr4Gb5De,"['mexican hip hop', 'tamaulipas rap']"
2nrSPPSfNesng85eRV4W4m,"['grupera', 'mexican rock-and-roll', 'ranchera']"
7IUkoUN4DEm9OOKTgH5Oim,['nasyid']
5a1rf02gLLD4RebyY4Xapn,['salsa puertorriquena']
59lr7yic3qRWQziLKd7MEc,"['corridos alternativos', 'norteno']"
13CMfEeq8AC6ryGOPODqE1,"['ambient', 'compositional ambient', 'drone', 'pastoral']"
0NgS7ldrP6VUhUtaFSXsbK,['cubaton']
0S4zLQlUn398bugWd6Inmq,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music']"
7GXVMEG4H7HAYWFCEoJKls,"['cancion infantil latinoamericana', 'musica para ninos']"
55TFMHRuyFaYFEKYnqKbSL,"['argentine telepop', 'latin viral pop']"
6iK7hlQHfupGjQHrxQIMly,"['cantautora mexicana', 'regional mexicano femenil']"
6L32wPtNbDP2EtYghnTrw5,[]
74aLweE8FHHf4yN5TWv1GM,"['dark rock', 'finnish alternative rock', 'gothic metal']"
739AuFSVMsDpObOcslwJRI,"['instrumental post-rock', 'russian post-rock']"
4wVbFQcaJE9e0A1Ise062U,"['tejano', 'tex-mex']"
0FYRMIoyBIFTXh36WURQj8,['tejano']
5VmAVYGS9ZR1RoTnEFcOBK,['musica llanera']
1x5jH1DE1ihbkCMqmQxCvv,['gaming edm']
1ny2LZ8aYURf9mAHf9Of0W,[]
5gHBIqypKHqtQD9inqjaxQ,['deep norteno']
3GDHFMlTYY2o7zUW3ApQLN,"['vallenato', 'vallenato moderno']"
1b170j0PpkgYWGHMPRsNEM,"['mexican hip hop', 'rap underground mexicano']"
6cFqY5mkBqKqaIYunDg1k8,"['cantautor', 'nueva cancion', 'spanish pop', 'trova']"
6RVVXpqTZ69sL9bYV3dVi8,['adoracion']
30KcX7N3zj7h1BTm1PyzQ3,['cuban alternative']
7DftSngV2tzYMKgZH7Sal8,"['musica costena', 'musica guerrerense']"
6bi84LHAycCrh7E6LXS3SX,['mariachi']
0zfT626RwO6zN3RDYeRit5,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal']"
5n3pThVKbdouFVF7rzM57v,[]
4nwpr7Msz5dvHftcPNkDRC,"['merengue', 'modern salsa', 'salsa']"
4LdArZAC1QPQdyz8JNOYVW,"['classic venezuelan pop', 'tropical']"
4mCKYeRm9x5hj3iPX6Sths,"['indie garage rock', 'popgaze']"
5hpYyhDcjArQqpocNUf4dN,['deep norteno']
3cjEOnq8YXtjt7QiCEMhMO,"['latin hip hop', 'perreo', 'reggaeton flow']"
11mqrDSFRRz8g0Wb3syJj5,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']"
3NpYu94DqEFa5BxDMmokCN,"['argentine heavy metal', 'spanish metal']"
37ATQx0FHilwEs303kbplC,"['guatemalan metal', 'rock chapin']"
3X8iuRtBEv8iFNDnq6lsjq,['tejano']
5skRgtmxRx7ukwds6UlS7R,"['modern salsa', 'salsa cubana', 'timba']"
1LbhYtMUmJmv1B6U0eU7VC,"['southern soul', 'southern soul blues']"
4YYCxzneiSTg6AXXe5J2e4,['deep norteno']
6gOgQT4ZeFzIhnL8jsmHYO,[]
3skP8Agw0LK6jsIF3hSVwf,"['african reggae', 'french reggae']"
7tATGPt8b039WYXahgCbjt,['atmospheric dnb']
0qlw7BzxXorYWpABWF6Ryl,['popullore jugu']
18mXdMHUw1ULPaeW1DNy90,"['folk brasileiro', 'nova mpb']"
3I0QgDOz7H5a93lvRagnRe,['cubaton']
1FEYq0PPuI50GJRqKKPT6w,"['banda', 'musica mexicana', 'norteno', 'sierreno']"
07wLx0XmDjZOsPhqcPof4x,[]
6pxX8ODU4RlnXmcyjPIPcp,"['gothic alternative', 'pop emo']"
3D5AzlMCW0gCYlNvFANoEd,"['mariachi', 'regional mexicano femenil']"
6Zd7AjXsoLaweP9FHyudVC,"['djent', 'progressive metal']"
66PTJlpIKHfQvDdpHSEiWH,"['puerto rican rock', 'reggae en espanol']"
4uc4iep3LqgSj8qN4kp7qD,"['indie hip hop', 'underground hip hop']"
43p9IjZFleFPFLzJAjJ2KR,['grupera']
0yy9TKpNruDeQ5FbhEXLOO,['copla']
6f7LVlzEQOlHnUo6j9PF58,['grupera']
2gjrgz4DNYGrvQOpqLr2nv,"['abstractro', 'experimental pop', 'hauntology', 'hypnagogic pop', 'rochester ny indie', 'utopian virtual', 'vaporwave']"
7mO0JGOATH8fVHvgCdZsXh,"['double drumming', 'drone metal', 'gaian doom', 'progressive sludge', 'sludge metal', 'stoner metal', 'stoner rock']"
6dUfyKl1GqqUluG0NLUfYo,['modern hard rock']
41HY2So1tmoqrqEdbIKVpv,['balfolk']
4de5H6yG1hXqYXsL4YHRon,"['classic colombian pop', 'cumbia', 'musica popular colombiana']"
7rNbdH4pgrnwguvzxhA2Ek,"['vallenato', 'vallenato moderno']"
6l3HLc9N3Y2Mq2EnJZjpp7,[]
71D6QSQrKXQuq7KLrirMAq,[]
2Ua4rXNkgW4GE1WSind6I0,['tierra caliente']
4wSfiTrdcKdVZ7L7wNSaE3,['latin worship']
6TaaqqCMRMSpvNHClfnbEL,"['dancefloor dnb', 'dutch dnb', 'liquid funk']"
1ieloBuwzXdMn9VPOufDvB,"['arab pop', 'shaabi']"
1XyAr4Gr1SItyAVPiiAI7y,"['cumbia surena', 'huayno peruano']"
7caiLUNvOLW4Hs2Cb78JeY,"['modern salsa', 'salsa cubana']"
6Zots6SUqUtESo5QVjhC7l,"['comptine', 'musique pour enfants']"
6YnIKm7VnqplLHTUtSeM0i,[]
5C6ii0H1wAcAYo2ogMyper,['pop romantico']
15FscPIs0VO23BCCMaPglf,"['latin pop', 'spanish pop']"
2xyztcPkhFKucM2ghmSme2,['v-pop']
6nnspeopmJAG07xOxHmqTu,"['salsa', 'salsa puertorriquena']"
3rhO3rDk432VyAwyZnkECs,"['banda', 'grupera', 'musica mexicana', 'norteno', 'ranchera', 'tejano']"
5Bk3LL5WujH6UG9iqpDaxA,"['latin alternative', 'mexican rock', 'rock en espanol']"
3FcijvpzlXWQixZKVvacuF,['kindie rock']
1uig4p9qSQpIxEa3Uap7oE,[]
1wFTlPjO7zRtvylmu5pm1d,['nova mpb']
0Jnwlov8CnJTEZBbQoRcfF,['latin talent show']
6UHPxdAsoF63t4HYxnVrh1,[]
5TjLQwIm1OQAi6HmD6QQ9c,['salsa cristiana']
2TEcdETDxCoRLkt6OuAVSU,[]
6FprReoDykI0TPhRNxLC9z,"['christian hardcore', 'deep melodic metalcore']"
5UnqBLNeqaI9aQo5gJ75jp,['corridos alternativos']
1DFr97A9HnbV3SKTJFu62M,"['alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']"
4KTkQA8GYHDdnF85o70VoO,"['christian indie folk', 'christian uplift']"
1Y2yzHPbBWZouNYTOGFq7u,"['colombian rock', 'salsa colombiana']"
2IkPzO13cjtMkSC9pYDQaj,['american orchestra']
4E7LJKlq8PY1dEZKbgPJgw,"['pop romantico', 'spanish invasion']"
01p7Homi0d4XxZ06f2NYYD,"['bolero', 'mambo', 'musica tradicional cubana', 'salsa']"
2exlxVxhXdAl6X90Bm7Ej6,[]
5TLH8BKI5cjKfvgdc4zTQH,[]
6sl5aNXd2SMbJxyiOIg3xI,"['comptine', 'musique pour enfants']"
4fojRH9JDZwRN8EzZItv4q,['adventista']
5aehZQpUqnfjIkjRogoRiq,['latin ska']
3coKfYwV0ppdzD65z1cu3i,"['cumbia chilena', 'cumbia paraguaya', 'cumbia villera']"
4V8Sr092TqfHkfAA5fXXqG,"['latin pop', 'puerto rican pop']"
7uYMpLjH53l2XWz7JLcGNw,['albanian rock']
5QJZUg9ngYII5FkgAGFgW7,"['brass band', 'brass band pop', 'second line', 'street band']"
0XLaFx8rcalfeYiCzQoRH7,['pop chileno']
4hFguSNiDDWFzkdaxoBYF7,['austindie']
5JYtpnUKxAzXfHEYpOeeit,"['bossa nova', 'manguebeat', 'mpb', 'samba', 'samba-rock', 'tropicalia']"
2YUJWejTbHfysHFEuPq1jJ,['mezmur']
65kC6oCCPyiGpXN9FMWXOn,['deep latin christian']
3BO5NPZd9krgqL7f1DZ03f,['islamic recitation']
0iGmfKLgK5eSMgHp8YgLnS,[]
6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
4E0I7rDFoLnOLb76hcdJ0v,['anime score']
2zD7CgTInsdSAqCAkT2GW3,['eritrean pop']
75fIuwXxhZ1atNzWLMrgF0,"['orchestral soundtrack', 'soundtrack']"
6crUnfFtxFx7u9OGE1AHZo,"['brazilian hip hop', 'brazilian reggae']"
0eFHJP7CYCut7WfDyexwGX,['popullore jugu']
1Pe4MoTbike2NZeexUUBrU,"['modern salsa', 'salsa colombiana', 'salsa international']"
2fJR6skAOWHwNlYPCd5Spe,['musique pour enfants']
5lIjUzc5PPpYw5nhEIPy9t,[]
6tWSpqkGhi4oaapZfgqxtT,[]
2OUgs5INWK2UEvZ6amWiJr,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']"
2B8HcBRTizIsSPryM46Sb1,"['axe', 'pagode', 'pagode novo', 'sertanejo', 'sertanejo universitario']"
2moI6QX75yNTcBWqaZTvBt,"['vallenato', 'vallenato moderno']"
7x3BHoSTK3FdNwmFTL4Vrp,['musica llanera']
4DjY0CaKAejJgghVHTaOUy,"['merengue', 'salsa', 'tropical']"
0CAPRwTSgxVkzED90PwLbX,['musica cristiana guatemalteca']
4N57Ev9G6CQqREsZCIrcfL,"['native american flute', 'native american traditional']"
0CaOgAzjpbLik1ds8rYeyK,[]
1gNdZ0MJIRLU4utl34BdHi,['spanish metal']
0XfQFvddH3kZTMczyxji4M,['boston indie']
5b2ylVrhm7GKFoUjuNk1Op,[]
573nmb6Ar1H49r3D41FER0,[]
5k3NfhEeZHpouIGDpjKOPo,"['anime score', 'japanese soundtrack']"
58rX3i2Zf0NwRgJdfdrpMK,['spanish invasion']
6SsncboYa3UdNPn6JpyWtv,['accordeon']
4tSvkaLfya4H6Lf1LBwqzc,['chicano rap']
4n8QI4foZ7kJBL5u9uSSGY,"['hip hop galsen', 'mbalax']"
68QUssU8KffP7KmgO3Z6Ye,[]
6ETz3zIqiwE31EpbYMS5j1,"['comedy', 'deep comedy']"
0Gb6YnVrJJHaP6yYmB9VZA,"['classic sierreno', 'musica sonorense']"
5NfRMlxntptF6CoAVVnpe2,"['celtic punk', 'celtic rock']"
4F5jaYapI8RtTpqwaYs4IF,"['v-pop', 'vietnamese bolero']"
0ks4E3VJXDIRABtxz2IiBE,"['blues rock', 'electric blues', 'modern blues', 'southern rock']"
06R3opMhCs8yKsTKZfn6qN,"['classic colombian pop', 'musica popular colombiana']"
1qSihf4JE8GVf5OLeLewTr,"['cuatro puertorriqueno', 'puerto rican folk']"
316XlJTSEuNi2LaH6I2x7y,"['classic venezuelan pop', 'cuatro venezolano', 'venezuelan rock']"
6ip0MNc7pvoo7ry4rbp3hK,['epicore']
0noTD5SMgKfrMKOqW98FJM,['tierra caliente']
34STuFHN2Pdd5mOu4bqa9G,[]
03vv0WEv8o8eeVgeXBVHdP,"['cancion melodica', 'pop romantico']"
0dIm4U1jpFINSoGYWn87OF,['queer country']
3rC9Y3aN0ZsgYYXcNycg5J,"['deathgrass', 'san antonio indie', 'texas punk']"
24kaw03EKT6y2we92Zsl5l,['armenian pop']
3OnxG1XyJUpZOh8JujGZJs,['synth funk']
3cB0nIIeIGSuMlw6rnu1dm,"['alternative americana', 'deep new americana']"
6ncfp4E8TXGnp6nYwBUwwj,"['djent', 'thall']"
7wozU91V443wj9l0YlISmE,['ectofolk']
3RTAXX6KGdljBsOIupyZgT,"['chilean rock', 'concepcion indie', 'latin alternative', 'latin rock', 'rock en espanol']"
2YwopcCMqCYbtZmxVXTcNk,['mariachi']
6z7mf1FeKhq3GFy73o6PvC,[]
7lXqL62OtG8r86tC9Bwr55,['tejano']
3smfreCkyJt7bShaTYpG77,"['latin pop', 'spanish pop']"
5TesVKMq16peTfJC46PbYw,"['classic girl group', 'doo-wop', 'rhythm and blues']"
5a1rrmsSJwko0HqT6HvteB,"['instrumental rock', 'instrumental surf', 'surf music']"
7hlp2ciquGJv7QmVduKROI,['adoracion']
1gbXoccc8bjK8eUh92mILy,[]
6at5MBs0ayA4z6Z6RhCmWN,"['duranguense', 'tierra caliente']"
0C3QuTXfFGHIwoedaYDA1h,['corridos cristianos']
6y4IOQcDIDg6I1OEKf2oJk,['musica popular colombiana']
2tjZzUU3KKhsxlmNjV3VZg,"['alternative r&b', 'conscious hip hop', 'spiritual hip hop']"
2U29Wo3uVE9gKvr8fg4gJU,"['adoracion', 'latin christian', 'latin worship']"
75RqN15GBUnBeh2PrHQ6Pl,['musica infantil']
2hJIsGyAMyrircVHcLEj4y,['houston rap']
4T84sTr8Ysxx2XplUlhiLF,[]
66NweiA3nU84k1S3SZdTSG,"['cumbia', 'vallenato']"
2efzHZrUGhawnSOTpyAHOQ,"['abstract hip hop', 'afrofuturism', 'alternative hip hop', 'psychedelic hip hop']"
37nE9g0LRDhDSIejDuPKPS,"['abstract beats', 'chillhop', 'vapor twitch']"
1XbvgCwayNDQW72vS0exZp,"['rap boricua', 'trap boricua']"
452vLn6tkSMJ2OVxbjqWZu,[]
2HCpywoRtRtBjCxV5imKTS,"['armenian folk', 'armenian pop']"
6IN0ZavFCDhKZ2N3NT7E3z,"['gothic alternative', 'pixie', 'slayer']"
0iM4f5NYOZvxn0QHaSWAKc,['deep norteno']
0is7KJiz3t87LiJWUO1tNI,"['azontobeats', 'ndombolo', 'rumba congolaise']"
6g11mw48sLT4KFb1LEavV7,['musica infantil']
2sHPJnXFh1yakAljMlmpP4,['islamic recitation']
3SAz8B6xf4eS1TuWnBppf8,"['adoracion', 'latin christian', 'pop cristiano']"
5rlwbF5flU2JCmAzV5Obu0,"['dembow', 'rap dominicano']"
14CMndDKSsMSvZYXFLZRfn,"['cantautor', 'spanish folk rock', 'spanish indie pop']"
1d8flZp4PgQ17KR7RjtlJP,"['modern salsa', 'salsa colombiana']"
4K7OO86k3pMfiozQyyrIu4,['world chill']
6tgzJFBvtuw7rITf072msd,['colombian rock']
146SSgKkViZRsQtP0wsSAF,['nursery']
2FRXQIE1mtxuc2UxwkHhUL,"['rumba', 'rumba catalana']"
7x1gNGpGZn6PurXYTLkB0U,['tex-mex']
1YJ9OtMAkpvxO70ydEm7aZ,['strut']
0fIveR4U2IeXVMSelf5WFa,['deep latin christian']
7MzHPIXAqIOCnvK0sVY72W,['schlager']
2sXnk24vARe4jxHbd1HbEq,[]
0oaWSYd3zIwwEVPpTJ11OY,['classify']
2RSApl0SXcVT8Yiy4UaPSt,"['celtic metal', 'dutch metal', 'neo classical metal', 'prog metal', 'progressive metal', 'sci-fi metal', 'symphonic metal']"
0TNrtm0RcELDyHA0Wi1N14,[]
2wtVXaWIfQZRSDThuD6qNx,['kompa']
4kw66IBEPYLJDQZbx1L4Tj,['tallava']
6jrrbiIq8SHE1rfZWVcKfj,['tallava']
0IPQAIkLxcVSsxlTPPn3Bp,['brazilian gospel']
2k4EVVU4sm6zXJSOpDVk0U,"['latin alternative', 'mexican rock']"
5OyFCYtbGPWZrAHLBJQHpP,[]
2MSZ9eWCMGOsS55md4dLcZ,['gaita zuliana']
4gRFSxjAcJkb54BDjqo7Bc,"['j-metal', 'japanese post-hardcore', 'visual kei']"
69BX3Y0Y9rzA039eZX2hdx,['cumbia sonorense']
1OlAmFPx06UHVdg0BFJ4f4,['icelandic pop']
2qwbTZ1SBpyLhKsM6gWUX2,[]
027ItQs3vdLG019LNccXr2,"['cancion infantil latinoamericana', 'musica para ninos']"
5iYJZTBiGEaXzpis0Az6kX,[]
6iswhpc2w6na3lS1vehFXF,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal', 'slayer']"
7yAPsqNhqqsTGsuOSZJg0i,"['orchestral soundtrack', 'soundtrack']"
3YQKmKGau1PzlVlkL1iodx,"['modern rock', 'pop', 'pov: indie', 'rock']"
4wQ3PyMz3WwJGI5uEqHUVR,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'heartland rock', 'jam band', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']"
2mAYpnSe3g2Y22JcZ2ddku,"['austrian pop', 'melancholia']"
3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']"
1EotkJocwHvhFOAsoOj1jJ,"['experimental pop', 'pov: indie']"
14V8ZRhL66NIzXAmYtQ8Vj,['red dirt']
2HPaUgqeutzr3jx5a9WyDV,"['r&b', 'rap', 'urban contemporary']"
0qSX3s5pJnAlSsgsCne8Cz,"['contemporary country', 'country', 'country road', 'modern country rock']"
1Ulwacsns9Me7dz4OVwkiQ,['russian pop']
5DK8eK7fjvRsziXzyr3sFA,"['indie poptimism', 'modern alternative rock']"
4gOl5m9dY7IGAipqpul7GZ,"['broadway', 'hollywood', 'show tunes']"
4AQrqVz6BYwy29iMxcGtx7,"['indie emo', 'nu disco', 'shiver pop']"
77yY2QmM6bYvjJ3y5L2R0v,"['orchestral soundtrack', 'scorecore', 'video game music']"
7CwiLiC1S8B69RMPxbDb6S,"['latin alternative', 'latin arena pop', 'latin rock', 'mexican rock', 'rock en espanol']"
73jBynjsVtofjRpdpRAJGk,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
5QcGYbIhQiKu472ypOrhJu,[]
5m3gnxcM2reIB8tyTtx8vC,"['choro', 'violao']"
71wy5iisVKXLZgoPxdFi8A,['hollywood']
6N4VOBE2wNnRIINe3922Oc,"['banda', 'duranguense', 'musica mexicana', 'norteno']"
2lHSlOOSjpb0qKUkrpXT6J,"['danish jazz', 'danish modern jazz']"
3vHV92ecrylnUHDM4d2MtC,"['contemporary country', 'country road', 'modern country rock']"
0lsuCH8qG9UM8BihdL1Vsc,"['east coast reggae', 'reggae', 'reggae rock']"
1YZEoYFXx4AxVv13OiOPvZ,"['chamber pop', 'freak folk', 'new weird america']"
2wWKZNmShJsXKCOosnoEIq,['slow game']
4HrkLxQHZ5mgCtIVpiH5QX,['rap rock']
1qYedLslaYmgquDtL0GxFO,[]
7pOKRPPfbtv5c7Kdv40LVo,[]
6QrQ7OrISRYIfS5mtacaw2,['indie poptimism']
5lKZWd6HiSCLfnDGrq9RAm,"['british soul', 'dance pop', 'pop', 'talent show']"
7G1GBhoKtEPnP86X2PvEYO,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']"
2k8LSCieAnywX4Ku6k3X4m,[]
3NVrWkcHOtmPbMSvgHmijZ,['cartoon']
2wTLheTmMcFCA4hdY8hZJP,"['k-pop', 'k-pop girl group']"
6MmQrV24zUeieNf027zkh3,"['compositional ambient', 'folktronica']"
1LfnIuggAY5qQdS4sP1K86,"['african rock', 'south african pop']"
4Bz5TfMslds0eViTxhE6gK,['gauze pop']
3b5q2IONMBhoIsw3RZeOe0,[]
2L3kwZFd16zjHz9a5kEPAm,"['melancholia', 'norwegian singer-songwriter']"
6cSxzHrQgGc4I4Ck5Gewej,"['australian indie folk', 'folk-pop']"
74QodIrto2Mb8RcA06EuUa,"[""children's story""]"
15F1IbwHnVU0n3elJo2V8o,[]
4UxLFBvSr4xMDpHe1lrLrH,['post-teen pop']
5QfKUbR3EOkfzKoDNBV3xJ,"['latin hip hop', 'reggaeton']"
7oAoGc2k7201dlU7mkhlDp,"['gymcore', 'heavy alternative']"
0AZ3VR0YbFcS0Kgei7L2QF,"['american post-rock', 'instrumental post-rock', 'instrumental rock', 'post-metal', 'post-rock', 'sludge metal']"
4FjoOJAndC0s9ZJUo6VGc5,['classic k-pop']
4TshyQDihSYXSWqvclXl3I,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']"
2RNUVT2Tl938bULcNzDRNw,"['downtempo', 'jazztronica', 'trip hop']"
5Sr3QRGJOKL3r5NzKAbdX3,['pacific islands pop']
3Bd1cgCjtCI32PYvDC3ynO,"['metropopolis', 'nottingham indie']"
3zhijRRIZX2B6G2T7vJl9p,"['latin pop', 'mexican pop']"
1SupJlEpv7RS2tPNRaHViT,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
6IdtcAwaNVAggwd6sCKgTI,"['latin alternative', 'latin rock', 'mexican rock', 'morelos indie', 'rock en espanol']"
1TaMcPraHVa4y6mcPoYXgT,"['dutch blues', 'dutch indie', 'modern blues rock']"
7maqsg42XWKV2TOwesH5YF,"['indie game soundtrack', 'orchestral soundtrack', 'video game music']"
5FY8IkeSIChD7WcmPPH5NW,"['country rap', 'redneck']"
5RdqZVi36tpDPYNPw8jJbO,"['hollywood', 'movie tunes', 'show tunes']"
755pQSGUy6rtPrUCbnJTvi,"['afrobeat', 'afropop']"
3meioy7GWDwpwmjv2LPyAb,"['classical', 'classical era', 'galante era', 'german baroque']"
1u8SUmFGnhOewFHwSlePOt,['jawaiian']
6xmvWip8eqRc5jqv2bHg9j,"['filter house', 'nu disco']"
1qn0COtzEiEinZ1xE3yfA0,['contemporary r&b']
67RV3RlkiC5FzHZSnViJMF,"['jawaiian', 'nz reggae', 'pacific islands pop', 'samoan pop']"
23FJvNYt7vCPHtpOQUzDN0,['tamil pop']
1A6WCseWiK22oxqodg7vcy,['korean pop']
1g1nVvle9qO9AWIUWYvPAP,['classic schlager']
3xhl1Cm5LeYfHThRn7yqvQ,[]
6vCs4rj3rvYAX3l7dEiPq9,"['alternative emo', 'diy emo', 'emo', 'midwest emo', 'philly indie']"
1nXMeHgGCY78JExdRTJnFo,[]
2VbBcqyGs1Q6BPDH9XVQjV,"['anthem worship', 'christian indie folk', 'deep ccm', 'worship']"
5Z2NUZiY3FA00HKu5WTMhA,['neo mellow']
2wPOgnQ6eW3X73uIJZ4YFE,"['hurdy-gurdy', 'medieval folk', 'medieval rock']"
0W8xe7IqAPlnBRMUpWOUuJ,"['dark pop', 'shimmer pop']"
2kRfqPViCqYdSGhYSM9R0Q,['pop']
