id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3HBZIY3FVzXu6YjhExNqWe,0.427,0.499,0,-6.213,0,0.0601,0.392,0.0,0.389,0.338,82.523,4
7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,4
60TThBDrPpek5k520l0W0L,0.462,0.599,11,-5.735,0,0.0375,0.000278,0.000441,0.0909,0.173,123.938,4
7gUpO6td4OOnu0Lf9vhcIV,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120.013,4
03xWMkKEbeO4SnylA53ipj,0.673,0.42,4,-7.581,1,0.0317,0.112,0.0,0.0897,0.385,108.066,4
6klpXs2uAjagnZMFkt4qkl,0.281,0.139,5,-14.392,1,0.0305,0.829,0.0,0.0725,0.169,92.64,4
1Agu4u8a8Qm28zq5JtwaVv,0.383,0.482,0,-4.979,1,0.0286,0.458,0.00381,0.121,0.181,143.916,4
6e8A3i0diDS4ZYBT3fahpN,0.692,0.728,5,-5.198,1,0.0381,0.449,1.86e-06,0.354,0.929,124.123,4
1v15LSVQiEsGm4FK8SH7rI,0.56,0.916,4,-2.797,0,0.0375,0.106,0.0,0.0456,0.926,152.004,4
4H2x38N2IZAkZZM69WD1SH,0.547,0.831,0,-5.06,0,0.0324,0.00395,8.08e-06,0.12,0.101,130.0,4
5DbAOJ5dYW5A9xBhkeb33t,0.436,0.748,6,-6.349,0,0.031,0.000676,3.01e-06,0.221,0.589,62.11,4
41xUxmveSZGzWBIbinRapn,0.62,0.816,1,-6.208,1,0.222,0.0185,0.00741,0.0984,0.668,179.992,4
1DBY6dR3WJY10KGtZxVGua,0.603,0.645,10,-3.956,1,0.032,0.223,0.0,0.23,0.656,127.592,3
5JBH2osD5Y5AneMKPOfY1s,0.539,0.96,5,-3.484,1,0.0535,0.00064,0.000899,0.113,0.471,99.135,4
3zbnvxvqV5lL4Vq0FznWsX,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,4
7jfTJEqK3t32IUvkyvjya9,0.688,0.591,5,-2.277,1,0.0314,0.496,0.0,0.0635,0.74,116.626,4
4kXHIm097G3CemN3PzcpgL,0.261,0.979,1,-3.652,0,0.0966,0.000176,0.122,0.113,0.64,183.718,4
5WejEyXB6jW1CTmCVPRHRP,0.608,0.669,7,-8.458,1,0.0419,0.223,2.58e-05,0.104,0.832,167.624,4
734dz1YaFITwawPpM25fSt,0.525,0.807,2,-6.366,0,0.0725,0.251,0.0,0.0504,0.741,155.397,4
6duaBXVPTb1f8D0xnqUwWk,0.451,0.721,9,-7.784,1,0.0325,0.289,0.00349,0.0911,0.563,121.549,4
6TlCQBVenVdJWJknrVeCYr,0.722,0.899,3,-2.863,1,0.0616,0.398,0.0,0.313,0.969,124.867,4
57lY1nD56iLIVxJTD05SDf,0.435,0.83,7,-6.261,1,0.448,0.00561,6.73e-05,0.342,0.392,80.652,4
6WBkSZbGBaIWnEgnMoXEJU,0.41,0.959,7,-4.881,1,0.0818,4.37e-06,1.76e-06,0.359,0.535,165.038,4
4zK05ecddIq3vfd08Aqi8y,0.705,0.8,5,-8.332,1,0.123,0.0474,1.5e-06,0.448,0.48,156.109,4
3YHGqAHprVEArAxLzaBE6O,0.411,0.468,2,-7.058,1,0.0294,0.29,0.0,0.136,0.179,149.399,4
1jlKdNbOA90rjnt88GJnwO,0.748,0.538,0,-9.943,1,0.222,0.159,1.62e-06,0.167,0.779,124.974,4
0TCt7OFRdD8PQ6vTRQxNgQ,0.604,0.541,1,-7.378,0,0.0915,0.639,0.0,0.169,0.892,134.326,4
0cN8oalC8EYaoW5vIPQ0DK,0.45,0.923,11,-4.481,1,0.0765,0.00299,3.59e-05,0.119,0.495,77.51,4
3Li7Cw9cnF830ijj8iX8H4,0.554,0.0886,5,-16.992,1,0.0333,0.972,0.115,0.074,0.413,104.753,4
4UO4JuGzy0ramXLnTuu2Rr,0.691,0.869,8,-3.22,0,0.321,0.156,0.0,0.0562,0.627,94.375,4
0ztGxRRezfNElo79ESJkx6,0.565,0.514,0,-7.283,1,0.0298,0.635,0.0,0.491,0.439,129.844,4
1KuorL0TWWgu4GZqnyv29K,0.565,0.961,1,-5.146,1,0.0941,0.0128,0.868,0.383,0.16,121.967,4
1lOSxJNCLvWm2bYaTcTSmK,0.403,0.259,5,-11.371,1,0.166,0.829,1.61e-06,0.0451,0.473,69.283,4
4EKKyep9jT8u5WpLC1qLrL,0.557,0.588,0,-8.487,1,0.0293,0.0236,0.00155,0.523,0.477,95.998,4
780W6YW5HFANQLR77Owern,0.386,0.175,5,-12.038,1,0.043,0.984,0.0,0.0868,0.235,67.195,4
47H4oc7Zkihwae7ST7F4zp,0.589,0.983,10,-2.521,0,0.121,0.000116,0.00211,0.0628,0.469,110.007,4
5qTWewFdT4gI0hJet8HKJW,0.605,0.668,7,-4.515,1,0.0407,0.4,0.013,0.594,0.416,144.027,4
3o2ESAMet1zR1aASlzrIxO,0.581,0.888,0,-3.198,1,0.0587,0.0018,0.0,0.413,0.629,120.041,4
5QemHQxj7PRkrw8lJl2W7C,0.78,0.72,11,-5.914,0,0.0278,0.28,0.591,0.132,0.583,108.685,4
7jkIwEJXP3nmTO3fsCJmnS,0.837,0.644,4,-5.377,1,0.0334,0.561,0.0,0.165,0.628,125.006,4
4hBW3h6FnQNh7NRmyxLLG7,0.651,0.889,5,-5.236,1,0.0694,0.00308,0.0,0.417,0.813,107.009,4
4c9FIjxXYYEyD9iH02fvbu,0.68,0.533,10,-10.572,0,0.0391,0.161,0.753,0.319,0.412,99.946,4
1nrXPF5szKZhHr0iANiPcS,0.55,0.332,1,-10.683,1,0.175,0.826,0.0,0.206,0.552,110.539,3
3V7choSVaP2zUqtIYpfynG,0.77,0.93,3,-5.986,0,0.132,0.0664,0.536,0.183,0.662,129.989,4
7LwGBxB0h0CVmkOZxYKn0g,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,4
199LDzwbUTc2wEroyRxhBM,0.31,0.13,0,-14.14,1,0.0314,0.62,2.94e-06,0.0887,0.0809,103.821,4
3ZpSFamHHJE4kL59IePR7P,0.804,0.621,11,-7.317,1,0.0652,0.00601,0.00301,0.0433,0.903,117.274,4
3misGJZzl8wUwuULEonG4h,0.88,0.761,3,-4.89,1,0.0347,0.121,0.00066,0.0725,0.963,107.508,4
40GwxjniW9i4DR2BwMFK0x,0.387,0.563,1,-3.882,0,0.0804,0.21,0.00381,0.505,0.0817,86.848,4
4Ny3BGfhqH2XOkOMuR2A4Y,0.364,0.457,4,-6.145,1,0.0335,0.806,0.287,0.114,0.471,110.771,4
7zbDSQelDmlaEhUDnLMViZ,0.547,0.794,1,-3.28,1,0.0596,0.0632,4.88e-05,0.196,0.243,142.138,4
1LskEZ2L2SfR8RRBBGIEtD,0.722,0.692,7,-5.847,0,0.0282,0.00585,0.00637,0.159,0.704,109.982,4
7oCJlGXWz6ikt0Y9TSkQPj,0.543,0.456,7,-6.325,1,0.0346,0.719,0.0,0.0925,0.573,140.0,4
0c4HN6MA1dzGqi6mp5R5cW,0.558,0.639,0,-7.456,1,0.029,0.0179,0.15,0.0824,0.507,125.99,4
76mzio0HuYMaCfIDd5EU1w,0.534,0.925,0,-4.945,0,0.14,0.0138,0.0,0.709,0.557,154.072,4
69no5UFvU1Lh0rhzus3H1l,0.538,0.209,7,-19.315,0,0.0411,0.843,0.944,0.243,0.722,130.784,4
44lvXnHDwiOVMCTxz6kplB,0.619,0.697,10,-6.117,1,0.0456,0.561,0.00194,0.18,0.759,168.471,4
7tk8lPTwBw2CYefi2QWR2d,0.798,0.345,2,-12.805,1,0.0484,0.763,1.65e-06,0.115,0.486,124.164,4
3Kz5l8lb5gXFQ7vpp1lYwo,0.307,0.946,10,-4.592,0,0.0888,0.000223,0.0,0.306,0.067,109.924,4
5Nh4sheOYL11EWJzxhRu5c,0.6,0.607,10,-4.563,1,0.0256,0.136,0.0,0.364,0.756,155.146,4
6z4LGme7tL991yvpk1gURW,0.673,0.579,2,-4.587,1,0.0269,0.132,0.0,0.423,0.776,145.97,4
3rC52DzXOSFLi6QtCHhruq,0.82,0.425,8,-7.504,1,0.15,0.499,0.00286,0.0756,0.887,149.92,3
62rlxI6g2PNaWsHoiRryto,0.563,0.443,5,-5.078,1,0.0247,0.842,0.0,0.293,0.313,80.962,4
5aTsxlQlq0vIedDWZoqMWN,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,4
5IEjk9xrbtTlnoRznXTIMz,0.545,0.399,10,-6.908,0,0.0529,0.717,0.0,0.117,0.501,103.266,4
7AT8Sv5d4KMk7WLqd53ME6,0.415,0.906,7,-4.333,1,0.0537,0.0242,0.0,0.456,0.313,149.071,4
6i7etqtto9YoUBFrA1kIFO,0.575,0.786,11,-9.439,1,0.0442,0.0302,0.893,0.121,0.836,101.094,4
2S68xcVnd9HqWQGjpclt3x,0.664,0.822,7,-2.909,1,0.0554,0.219,0.000479,0.248,0.756,109.566,4
75VVIB2x1h6BfxD2PqOO57,0.366,0.0279,11,-22.55,1,0.0461,0.92,0.0,0.109,0.35,167.751,3
70sK7T5SzRs6QFHA1LLfrw,0.654,0.817,11,-4.908,0,0.266,0.0816,0.0,0.41,0.794,127.991,4
7FsRTnDZ6k0wXcNnu1Nh1Y,0.752,0.724,9,-7.45,1,0.143,0.552,2.24e-06,0.162,0.913,157.911,3
4RSoYhMvBaQkxCXfq0kvjj,0.784,0.91,6,-2.719,0,0.0923,0.00921,0.0269,0.313,0.722,98.997,4
5ozY6y1yJSUFokj9IYVn3y,0.636,0.54,2,-17.002,0,0.0347,0.644,0.799,0.17,0.211,109.987,4
2uIbzFZkXbjouJs8ZKUlbi,0.662,0.709,0,-6.467,1,0.029,0.417,0.0184,0.375,0.907,80.066,4
1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,9,-4.106,1,0.0321,0.0446,0.0,0.113,0.758,112.051,4
0G0B7bDw9FftPyOOdoNtvS,0.463,0.499,6,-6.659,1,0.0281,0.0443,0.0,0.0874,0.0804,128.07,3
2lN6G35gsXkA3xzPYqmis5,0.438,0.989,10,-2.354,0,0.0959,4.94e-06,0.00198,0.941,0.332,174.012,4
5474f4o8dyoP4ZfIXGcbXx,0.703,0.825,10,-6.265,1,0.0494,0.197,1.32e-05,0.217,0.909,94.742,4
1ljzHUgt2SU2ADkhfa9eBC,0.641,0.673,5,-10.72,0,0.0918,0.0302,0.000868,0.219,0.644,167.978,4
4AtII0HEFVKuDslLFdwtLa,0.682,0.314,3,-13.991,0,0.0302,0.382,0.794,0.124,0.205,90.012,4
4aYMRDF9OQ7SJ3b1n25WV6,0.84,0.696,8,-7.315,0,0.0433,0.00715,0.0124,0.107,0.281,94.503,4
69urEyvy92iNYarDG65uVv,0.873,0.487,10,-7.115,1,0.0513,0.755,0.0,0.102,0.772,135.018,4
3jy0VPEpbkIrNWf0HHEyDa,0.912,0.395,4,-8.971,0,0.06,0.834,0.113,0.0712,0.927,128.092,4
4jyru1nUrepszk5VMBgsSn,0.286,0.19,4,-13.548,1,0.0417,0.901,0.00119,0.114,0.0874,108.769,4
2TH0OgWP4XyEQuluHo84iv,0.642,0.687,2,-5.167,0,0.0516,0.539,0.0,0.122,0.8,174.166,4
5WpVNCAasM0D12cCJt9A5Z,0.503,0.802,1,-6.012,1,0.0467,0.00237,0.767,0.0776,0.544,169.935,4
7xZjEWi0okZWI2zHWCOmQv,0.723,0.607,7,-7.47,1,0.0745,0.0363,0.0,0.307,0.878,144.984,4
0MlviddBszjPWWgzn7po9r,0.699,0.33,10,-14.844,0,0.0564,0.756,0.883,0.0957,0.484,77.026,4
2DcgfpjjP0EDY11XiBKUnX,0.732,0.896,9,-4.517,1,0.0434,0.093,0.0,0.159,0.787,99.966,4
4qZh3yJ7tILlDD0Wmv7Ftj,0.198,0.0382,0,-29.885,0,0.0443,0.989,0.969,0.17,0.127,136.392,4
7BOM2kOW7gxkKvYxnSVVvN,0.815,0.719,3,-5.987,0,0.0418,0.455,0.0,0.16,0.951,129.909,4
5ami95W9OOWQPwrBb5tud5,0.421,0.896,5,-5.696,0,0.103,0.000174,0.039,0.323,0.169,174.065,4
1IZocCcHoBAcDutHXPEkKT,0.681,0.952,9,-5.571,1,0.0377,0.0554,1.56e-06,0.148,0.758,110.062,4
5wQsHNpF6ivosuimPeo7Lo,0.731,0.156,11,-12.283,0,0.0473,0.829,4.91e-06,0.109,0.781,118.562,4
69JwVx73Ogb5B9WjqiWLZQ,0.72,0.645,0,-5.989,1,0.0439,0.209,0.0,0.104,0.808,143.906,4
7reHiS3FBFlnzNvHBEQHqg,0.919,0.421,1,-10.685,1,0.237,0.52,0.000106,0.0691,0.927,127.015,4
5VtRjcZYvXj1VdT3FWG3ZD,0.918,0.434,1,-10.715,1,0.224,0.524,0.00011,0.0634,0.934,126.981,4
0qnqV9vxhDOSILDg0PykQo,0.692,0.32,7,-9.509,1,0.0362,0.62,4.52e-06,0.106,0.443,125.05,4
2Idfgbdvy9O1Ii6KpHB3kV,0.481,0.983,9,-2.896,0,0.0835,0.000674,9.13e-05,0.375,0.607,154.992,4
0ieS2bue78yadTdPiyzsaO,0.618,0.413,5,-9.311,0,0.398,0.134,0.000338,0.0913,0.462,87.412,4
6NExyM5EiZaBcfKa0F9toD,0.82,0.448,10,-12.374,1,0.0752,0.697,0.000113,0.0513,0.963,110.071,4
1Gz8T8noXB0hSjcSycrfZw,0.558,0.333,9,-11.41,0,0.0324,0.528,0.0,0.089,0.0761,113.938,4
75BYZrr8AfOS2KrMIJWRMo,0.632,0.718,1,-6.245,1,0.0335,0.124,0.0054,0.0921,0.277,120.003,4
0g5m1UJVMWQkNjZk1suW4s,0.606,0.805,0,-5.229,1,0.0576,0.331,0.0,0.211,0.922,180.429,4
0wufjHVeAw5rP2G6bwGiio,0.355,0.438,5,-6.487,1,0.0321,0.368,0.0,0.184,0.153,88.49,5
4qPmUf6dsy4AyfbxliqGSM,0.338,0.567,9,-8.826,1,0.137,0.0904,0.0,0.0669,0.297,97.551,4
444KztZ7hPaz6fpZHYOSdD,0.733,0.535,10,-6.776,0,0.107,0.0108,0.622,0.122,0.575,181.906,4
3goXG2iW7gu5tsHeS8pBIR,0.582,0.801,3,-4.574,1,0.0559,0.000166,0.0,0.177,0.709,120.095,4
5xjglZ2nhz8dmsl1Qw4BLM,0.554,0.0863,0,-10.886,1,0.0551,0.785,0.0,0.096,0.559,165.423,3
1P5QpwOgXJuoVTm3CWbnLY,0.485,0.717,7,-4.54,1,0.0321,0.0284,5.63e-06,0.14,0.356,158.047,4
5kH6ZbVXGv9NoFP2VwQf9X,0.675,0.558,4,-4.259,1,0.0777,0.415,0.0,0.173,0.946,112.367,4
6UDYTfeSS4IVbJeHTaMxxA,0.57,0.735,4,-7.296,1,0.0293,0.0367,0.000824,0.148,0.509,126.875,4
1Oq4Uft00HG1Q2QJWJ9seW,0.5,0.976,1,-3.984,0,0.364,0.000492,0.0182,0.601,0.856,184.03,4
42fB9njeMkO1jtrMyQI5cp,0.387,0.041,0,-17.951,1,0.0498,0.767,0.000259,0.0847,0.249,75.497,3
3bekxMTpuHXZXjvuGWtBx5,0.687,0.849,9,-7.855,1,0.0415,0.0377,1.03e-05,0.058,0.711,108.711,4
6iKVu05WpKRug8ScrbIKDa,0.532,0.612,8,-3.122,1,0.044,0.546,4.12e-06,0.107,0.965,188.152,4
52nDzHbsKatynQonEa9ARo,0.434,0.878,11,-5.585,0,0.0636,0.00348,0.854,0.0439,0.625,77.563,4
7aKLDgvgdOVQ0ieggTq2XW,0.646,0.733,7,-5.746,1,0.0311,0.471,0.000173,0.351,0.919,156.018,4
6KinOoAQzLfa3VdhwjRbme,0.606,0.927,10,-1.709,1,0.104,0.433,0.0,0.146,0.96,174.215,3
1jrWoQ7ob6wGgN9Ow03mQj,0.593,0.721,5,-6.335,0,0.0524,0.615,0.0,0.881,0.804,90.676,4
2IOJaGlWLGg8ujTgVwDMAo,0.758,0.638,2,-2.366,1,0.061,0.502,0.00227,0.056,0.889,116.228,4
3GWZX3YtldXCdSQqrzGgV5,0.527,0.437,5,-11.761,1,0.0344,0.815,0.00168,0.0969,0.358,114.034,4
3cNsLpqu5TGoGKwM6cyZXB,0.58,0.978,1,-3.586,0,0.0478,6.53e-05,0.83,0.349,0.657,140.031,4
4NSH5KlrNzdH9OBtgsBFpL,0.387,0.00181,7,-43.957,0,0.0632,0.995,0.919,0.0996,0.475,98.691,4
0Z4e9Suk4zCGGC7jgTzwyO,0.754,0.694,6,-5.665,1,0.0359,0.361,0.000441,0.17,0.808,110.33,3
2dKKkIcYlAIdtFBKe9UeyP,0.562,0.269,7,-19.873,0,0.042,0.966,0.704,0.163,0.9,105.018,4
4uLTLbh4R5RHww4hJdnVMv,0.666,0.522,0,-12.56,1,0.0629,0.837,0.00147,0.0643,0.885,98.106,4
4F22XJWhfi1BHI0fOA9td6,0.606,0.406,0,-11.861,0,0.0268,0.519,0.919,0.208,0.485,129.017,3
4FfNa7HIrMUzHm3veqXr2i,0.757,0.454,5,-9.093,0,0.082,0.0516,7.07e-05,0.0774,0.689,76.007,4
18eM2QjoHGzA6DmqHUhIXv,0.704,0.463,2,-7.033,1,0.0285,0.338,0.000123,0.109,0.695,106.016,4
6qJ5ljpKYaxcOgiRr22hoG,0.526,0.00243,7,-37.275,0,0.0867,0.994,0.93,0.095,0.36,119.522,5
5ylcXem4LXLoWgSlNgaVSl,0.835,0.655,4,-3.572,1,0.0387,0.655,0.0,0.0889,0.842,110.043,4
6cZOIE3QzLH6kjaWEcJSRf,0.707,0.879,11,-4.575,0,0.0312,0.00603,0.000666,0.218,0.155,115.005,4
1hcVOAmbgOMQcQH3y7TeJe,0.544,0.823,9,-5.464,1,0.0554,0.666,0.0,0.0948,0.762,146.983,4
051cCKvpHoLlqqSXZ8NhP6,0.849,0.58,5,-5.664,1,0.0465,0.276,1.32e-06,0.0444,0.961,82.193,3
1eu6Yn99jNWZ7T9hQa38mZ,0.818,0.521,10,-6.444,0,0.086,0.0273,0.0,0.211,0.369,120.009,4
7aVTI1LZJvL1apJ4c0g7tC,0.774,0.909,9,-4.886,1,0.0579,0.208,3.93e-05,0.0722,0.962,93.15,4
6IcaBxzdbCtV4j5R7ulDAj,0.584,0.831,0,-5.566,1,0.0539,0.0308,2.96e-06,0.181,0.258,147.95,4
6q2RsgScL1R3dG9pAbZzhy,0.228,0.878,2,-5.232,0,0.129,0.00931,0.000114,0.75,0.161,193.133,4
7ueorixD5oJzXskD3APGbA,0.728,0.594,6,-7.546,1,0.0383,0.246,0.0,0.112,0.413,97.001,4
7iHI6K7jVyjHxRdbdM1NMr,0.459,0.549,5,-7.95,1,0.0282,0.048,0.0,0.103,0.159,174.388,4
4S9tF33xlAHn2P9KxkNqP7,0.615,0.76,7,-5.602,1,0.0384,0.26,2.71e-05,0.123,0.623,142.987,4
0UC6CJgTFCikxLJZMNw8Xu,0.545,0.152,4,-17.995,0,0.028,0.91,0.256,0.11,0.075,90.869,4
0YfDtPub9AsTu4278mDWJE,0.706,0.852,6,-4.906,0,0.167,0.121,0.0,0.324,0.771,160.022,4
7tSO7DrrYpiMXX3zM4b3oM,0.49,0.811,1,-2.524,0,0.044,0.0896,0.0,0.0898,0.547,125.965,4
05JH13j2QuUONfQkBUmwJq,0.68,0.937,11,-4.678,0,0.0369,0.406,0.0,0.0563,0.843,135.0,4
6hd5izS2tcn9AIAlsmDev6,0.543,0.988,11,-3.481,1,0.167,1.89e-05,0.0983,0.237,0.196,124.986,4
4lmnuya4FYUjKh4IPkpppP,0.548,0.572,7,-6.922,0,0.346,0.675,0.0,0.204,0.846,84.037,4
5ZFVacinyPxz19eK2vTodL,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,4
29CJ07n7RfpC1qnOM9XMEY,0.0,0.387,7,-12.557,1,0.0,0.801,0.182,0.0524,0.0,0.0,0
6LgGKcMoXvDtKgAp2znkKQ,0.845,0.845,10,-5.674,0,0.136,0.198,1.39e-06,0.126,0.662,95.975,4
2JUgnLUDU6AsbOMHIFTcqB,0.158,0.742,0,-6.508,1,0.0649,0.000107,0.662,0.364,0.0654,206.867,4
4ORQDn7I7HDdtgGOGiGfOJ,0.51,0.584,2,-11.903,1,0.043,0.00907,0.891,0.133,0.106,169.927,4
2V0Idg7bqBLGO9zgDp0ovU,0.71,0.713,7,-5.999,1,0.131,0.288,0.0,0.304,0.917,133.439,3
5BIgbz2Dy7X2I0bnkKH9Mb,0.49,0.811,1,-2.524,0,0.044,0.0896,0.0,0.0898,0.547,125.965,4
4bgh2es8iBm01ZCdQhJlza,0.8,0.809,9,-4.415,1,0.274,0.185,0.0,0.229,0.808,113.699,4
77OlR5LDh9mwSGctxs6Dn2,0.545,0.742,0,-5.989,0,0.0305,0.225,0.0,0.12,0.893,178.181,4
6M9Lq4YHh6QOSosfr0Yu3t,0.671,0.793,8,-6.087,1,0.0275,0.187,2.94e-05,0.193,0.934,96.388,4
6dZCuf6SGn2rh9q94JBLlv,0.67,0.517,5,-6.963,0,0.039,0.481,2.49e-05,0.217,0.615,77.514,4
642PzpoqcbWaoMMr2RXRIH,0.892,0.633,9,-7.037,1,0.0471,0.65,0.00189,0.184,0.883,105.859,4
2dM9GVyvfyjwksT7phg64B,0.553,0.728,6,-10.126,0,0.929,0.876,1.29e-06,0.852,0.715,89.005,3
5kCTAwh7cMzu5dOxhHTuv0,0.773,0.696,7,-4.697,1,0.0995,0.331,0.0,0.0653,0.917,113.844,3
3MYO3udp53yw5XbSoRBHlY,0.165,0.271,7,-16.797,1,0.0426,0.363,0.669,0.454,0.248,63.443,3
6fwsIa7fZlKGuYdJxRIDAf,0.151,0.757,6,-5.728,1,0.0472,0.000392,4.5e-06,0.107,0.0831,162.342,4
34miSNKQ0xN7EG8zzzaFzI,0.428,0.923,2,-4.454,0,0.123,0.0108,0.436,0.0985,0.681,151.005,4
1Zg71dOvDOf63sXwYEnGol,0.79,0.73,9,-9.904,1,0.0802,0.0729,0.0,0.0619,0.899,109.254,4
2TBhH9kjeJit1VdfublOPF,0.185,0.404,6,-12.069,1,0.0366,0.925,0.857,0.116,0.0605,137.86,4
5YnSGEZ17gkANr8eXQ5Kvw,0.403,0.94,4,-5.928,1,0.0378,0.0194,0.935,0.128,0.397,147.05,4
5nrA9SFOvJSmQzvxhZNY4K,0.647,0.338,4,-11.307,0,0.0308,0.726,1.16e-06,0.0952,0.502,86.836,4
4JmGJIkqkCbkdjGvVaBj1t,0.815,0.401,5,-10.585,0,0.11,0.00362,0.809,0.0544,0.651,147.049,4
6QEBjptS7RW43aJavviQ7O,0.196,0.0743,2,-16.449,1,0.0466,0.965,0.0,0.0801,0.271,79.582,3
1Bz1sWlMWPnIaJGYOoVuJl,0.534,0.925,9,-5.198,1,0.035,0.00201,0.000692,0.134,0.753,166.9,4
7oaPezDvlo5pkKrbAE93t8,0.768,0.461,11,-5.642,0,0.0311,0.365,0.0,0.0662,0.76,105.023,4
3s2f6XU5sJ6aqEe7GgDBta,0.107,0.376,4,-12.342,1,0.0397,0.982,0.905,0.347,0.0334,161.42,3
2j3yKM4ihtNqQrNSIQqeL2,0.601,0.661,2,-11.878,1,0.0466,0.000282,0.553,0.0901,0.0757,91.915,4
2S0NRSyQNgsy3qrHoScNfK,0.699,0.0996,0,-19.508,0,0.066,0.964,0.785,0.113,0.0792,100.07,3
5bX3vgQue9xORVIJI8eEM7,0.313,0.356,8,-10.653,1,0.0613,0.801,0.0,0.114,0.365,83.377,3
7apcnerZJaEWx3zJNLhWGt,0.445,0.978,2,-4.946,1,0.0896,8.66e-05,0.0,0.291,0.612,101.566,4
62UqZv8jJwfXpKENrnk8OJ,0.756,0.681,6,-9.769,0,0.0928,0.304,0.0387,0.0657,0.641,179.97,3
4Ua5t8kTLSnVKWV2NK2xiN,0.373,0.503,3,-8.27,1,0.032,0.655,2.35e-06,0.116,0.193,87.79,4
7sdCUfRUrKbqWCOguRhQnp,0.811,0.613,5,-6.841,0,0.0574,0.792,0.000606,0.0609,0.906,95.059,4
5O4nsCW8CYfL6xb6LGxizA,0.376,0.658,11,-6.618,0,0.0311,0.438,0.0,0.195,0.894,209.171,4
7nJfV7ywuixqxgQun6asl4,0.122,0.918,1,-3.775,1,0.0704,2.21e-06,0.00572,0.103,0.551,177.125,4
7rZWBTxdEUWBVP2Syg8l5r,0.83,0.705,11,-4.764,0,0.157,0.131,1.38e-06,0.0887,0.732,132.036,4
08uQ6M9Imb6lh0tyHCQwPR,0.565,0.67,11,-5.834,0,0.0331,0.000143,0.000196,0.0612,0.41,123.96,4
4SBbk1mjX4ZyEmPB9RgfRi,0.638,0.945,5,-5.891,0,0.0552,0.334,0.000103,0.34,0.702,130.021,3
4NDBG0mMwwvX5LwCCQ1Yuw,0.382,0.941,9,-5.427,1,0.162,1.45e-05,0.0,0.225,0.466,178.055,4
5GwXU2PDHWykajNQ2Gaj8e,0.428,0.489,5,-9.257,1,0.0312,0.42,0.846,0.114,0.172,152.941,4
0mYpdTFLWzHCz03TfnBFYB,0.428,0.464,2,-16.214,1,0.0952,9.08e-05,1.37e-05,0.061,0.84,155.396,4
2JBww0MThpcXEd8FJCOqR4,0.635,0.62,2,-4.262,0,0.043,0.474,0.0,0.232,0.235,143.968,4
4S5oPOOtbwRGjiTqdWldkZ,0.272,0.942,6,-4.877,1,0.144,1.52e-05,0.00218,0.619,0.298,90.875,4
5neqwbGxk0u6OgiTqXmd57,0.528,0.71,8,-6.252,1,0.14,0.182,0.0,0.0798,0.937,203.853,4
3AeI1xRkvnylBB94JKuXzt,0.709,0.852,8,-6.011,1,0.0323,0.348,1.8e-06,0.067,0.717,95.929,4
2rcMCHvSVK2X46nJdgDKsN,0.473,0.796,8,-5.619,0,0.0299,0.0712,0.0,0.0561,0.913,129.695,4
0AmZj1syDVdXQCMn3qU5hf,0.7,0.615,0,-5.849,1,0.0322,0.402,3.71e-05,0.0963,0.747,78.944,4
12sfHH8Fik3YMc7MELGqia,0.857,0.358,9,-11.79,1,0.0432,0.293,0.0,0.106,0.521,124.961,4
11Nc8m8Mikydqd6NkdIi27,0.301,0.447,0,-9.674,1,0.0326,0.988,0.901,0.13,0.345,130.506,4
6ooxzFS76CKSy4eVF5jiSM,0.591,0.829,10,-8.398,0,0.0341,0.044,0.00214,0.131,0.626,113.797,4
39IX2P1yPA5opcTaHXLPlW,0.62,0.701,2,-8.241,0,0.0296,0.172,7.4e-05,0.242,0.447,134.966,4
0vr8nLEp5H0ksJMCSAb42s,0.648,0.773,6,-7.188,0,0.0947,0.773,1.17e-05,0.111,0.544,72.471,4
1VLq3dI44nVnsZMJUShINZ,0.234,0.0217,1,-29.86,0,0.0676,0.993,0.743,0.122,0.0366,123.986,4
0Mp1XuQz36h46H3UXja0zw,0.557,0.563,3,-6.81,1,0.0277,0.39,0.0,0.0999,0.221,97.454,3
2hQeCJqWTGWfAcZJODpYs7,0.708,0.512,3,-5.477,1,0.0285,0.589,0.0,0.098,0.458,111.995,4
4E4dKxVSGsdwloQ6gtC7Oe,0.493,0.435,6,-10.158,0,0.291,0.104,0.0,0.161,0.418,127.11,4
5aWlISJTMKHHThgoXIYUw8,0.675,0.942,7,-3.096,0,0.0518,0.0052,0.000167,0.0764,0.414,112.938,4
45PdLo6r1tME4Uhkg5h7ak,0.672,0.649,2,-5.072,1,0.0677,0.00316,0.0,0.0547,0.883,127.912,4
5r6LzsarhC4Ygt8mFzSgYV,0.693,0.634,0,-5.863,1,0.0499,0.068,0.0,0.104,0.525,133.946,4
